STATE,STATE_FIPS,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,BEGIN_LAT,BEGIN_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,PROP_DAMAGE_USD,ALL_INJ,ALL_DEATH,EVENT_TYPE_F,TOTAL_HARM
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,15.00K,33.7904,-79.6893,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Portions of Dewey Cox Road were reported flooded.,15000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,35.00K,33.6701,-79.8344,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Water was reportedly crossing North Jackson Street.,35000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,5.00K,33.8806,-79.872,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Portions of Ed Road were reported flooded.,5000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,30.00K,33.7841,-79.7262,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Portions of Cade Road were reported flooded.,30000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,2.00K,33.538,-79.7508,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Portions of Blakely Road were flooded near the intersection with Seabrook Road.,2000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,50.00K,33.6112,-79.4421,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Roadway was reported flooded near the intersection of State Road 41 and State Road 51.,50000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,5.00K,33.6593,-79.9211,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Portions of Covington Road were reported flooded.,5000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,30.00K,33.57,-79.9,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Portions of Union Church Road were reported flooded.,30000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,50.00K,33.24,-79.42,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Portions of Earl Road were reported flooded.,50000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.2862,-79.4382,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",Flooding was reported on Highway 38 near U.S. 501.,10000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.0809,-79.3152,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",Portions of U.S. 501 were flooded south of Marion.,10000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,500.00K,33.6646,-79.8558,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Numerous streets and adjacent property was reported flooded in Kingstree to include Main Street.,500000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,10.00M,34.0423,-79.723,Torrential rain for several days produced historic river flooding at several areas in Northeast South Carolina.,"Around 15 inches of rain fell over the course of a few days, sending the Lynches River out of its banks and it continued rising to a major flood.  The river crested at 19.73 feet, the highest level since 1945, and the third highest ever.  Over two hundred homes were inundated, with evacuations necessary.  The town of Johnsonville also saw its share of flooding along the Lynches River.",10000000,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,1,0,1,0,200.00K,34.953,-81.961,"Scattered, slow-moving thunderstorms developed during the early morning hours across Upstate South Carolina along a backdoor cold front. One of these storms developed over the city of Spartanburg and produced significant flash flooding.","County comms and FD reported significant flash flooding developed on the north side of the city of Spartanburg after 3 to 5 inches of rain fell in only a couple of hours. Multiple roads were closed due to poor drainage flooding and due to Chinquapin Creek and other small tributaries overflowing their banks. A 56-year-old woman drowned in her vehicle when she drove into water on New Cut Rd. A man was injured when he drove his truck into a collapsed culvert on Hayne St near Ethel Rd. Water from Chinquapin Creek entered homes on Pearson St. Water from an overflowing tributary of Lawsons Fork Creek entered about a dozen apartment units at USC Upstate. Closed roads included Asheville Highway, Howard St, Valley Falls Rd, New Cut Rd and I-85 Business. Wet soil and erosion caused a tree to fell on a home in the Una Community.",200000,1,1,Flash Flood,2
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,1.00K,34.939,-81.844,"Scattered, slow-moving thunderstorms developed during the early morning hours across Upstate South Carolina along a backdoor cold front. One of these storms developed over the city of Spartanburg and produced significant flash flooding.","Although heavy rain ended across the Spartanburg area by the pre-dawn hours, runoff Lawsons Fork Creek remaining above flood stage for a few more hours.",1000,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,33.62,-79.75,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",Flooding was reported on Thurgood Marshall Hwy.,0,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.675,-82.81,"Scattered, slow-moving thunderstorms developed across the South Carolina foothills in the late afternoon and evening in the vicinity of a nearly stationary front. One slow moving storm caused localized flash flooding across southwest Pickens County, after 2 to 4 inches of rain fell in a short period of time.","Flash flooding developed in the Clemson and Central areas after a slow-moving thunderstorm produced 2 to 4 inches of rain in a short period of time. Small tributaries of Twelve Mile Creek apparently overflowed and flooded roads in the Woodland Heights and Dellwood neighborhoods of Clemson. In Central, Maw Brdige Rd, Blue Jay Rd, Spring Forest Dr and Brock St were all closed due to poor drainage or small stream flooding.",10000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,33.3682,-79.2769,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",Flooding was reported on Hwy 17.,0,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,33.37,-79.3,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",Several road were flooded in the city of Georgetown.,0,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,1.00K,34.233,-82.184,"A slow-moving area of upper level low pressure tapped into a tropical moisture feed associated with Hurricane Joaquin (located across the western Atlantic, well off the southeast coast) to produce periods of moderate to heavy rainfall across Upstate South Carolina throughout the 3rd and 4th. The main area impacted was the lower Piedmont, which saw storm total amounts in the 7-10 inches range. Much of that fell on the night of the 3rd and early on the 4th, when the most significant flooding developed over these areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused many trees to fall across the area, with some trees falling on homes and vehicles. The Upstate was spared the worst of the heavy rain and flooding, as portions of the South Carolina midlands and coastal plain saw storm total amounts of 15-25 inches during this historic event.","After moderate to occasionally heavy rain fell across the area throughout the 3rd, an area of very heavy rain moved out of the midlands during the evening of the 3rd, increasing rainfall rates enough to cause flash flooding across portions of Greenwood County. Wilson Creek overflowed its banks and flooded Siloam Church Rd, while Cobb Rd was closed due to flooding along a tributary to Rocky Creek.",1000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,1.00K,34.103,-82.534,"A slow-moving area of upper level low pressure tapped into a tropical moisture feed associated with Hurricane Joaquin (located across the western Atlantic, well off the southeast coast) to produce periods of moderate to heavy rainfall across Upstate South Carolina throughout the 3rd and 4th. The main area impacted was the lower Piedmont, which saw storm total amounts in the 7-10 inches range. Much of that fell on the night of the 3rd and early on the 4th, when the most significant flooding developed over these areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused many trees to fall across the area, with some trees falling on homes and vehicles. The Upstate was spared the worst of the heavy rain and flooding, as portions of the South Carolina midlands and coastal plain saw storm total amounts of 15-25 inches during this historic event.","After moderate to occasionally heavy rain fell across the area throughout the 3rd, an area of very heavy rain moved out of the midlands during the late evening of the 3rd and early morning hours on the 4th, increasing rainfall rates enough to cause flash flooding across portions of Abbeville County. County comms reported flooding along McKenley Creek and its tributaries, with water covering two bridges on McKenley Creek Rd.",1000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.13,-79.37,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",A portion of U.S. 501 south of downtown Marion was closed due to flooding.,10000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.18,-79.4,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.","Significant flooding in downtown Marion to include Northside Avenue, Godbold Street and Wheeler Street.",10000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.09,-79.38,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",Water was reportedly flowing across Cattle Farm Road.,10000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,250.00K,34.194,-81.954,"A slow-moving area of upper level low pressure tapped into a tropical moisture feed associated with Hurricane Joaquin (located across the western Atlantic, well off the southeast coast) to produce periods of moderate to heavy rainfall across Upstate South Carolina throughout the 3rd and 4th. The main area impacted was the lower Piedmont, which saw storm total amounts in the 7-10 inches range. Much of that fell on the night of the 3rd and early on the 4th, when the most significant flooding developed over these areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused many trees to fall across the area, with some trees falling on homes and vehicles. The Upstate was spared the worst of the heavy rain and flooding, as portions of the South Carolina midlands and coastal plain saw storm total amounts of 15-25 inches during this historic event.","After early morning flash flooding, rain rates moderated across the lower Piedmont, but flooding continued and gradually expanded, with high water conditions remaining in place throughout much of the 4th. At the height of the event, at least a dozen roads were closed due to urban/drainage flooding issues or due to lingering high flow conditions on small streams, especially in the city of Greenwood and surrounding areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused numerous trees to fall throughout this period of time. Several trees fell on homes in the city of Greenwood.",250000,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,1.00K,34.216,-82.311,"A slow-moving area of upper level low pressure tapped into a tropical moisture feed associated with Hurricane Joaquin (located across the western Atlantic, well off the southeast coast) to produce periods of moderate to heavy rainfall across Upstate South Carolina throughout the 3rd and 4th. The main area impacted was the lower Piedmont, which saw storm total amounts in the 7-10 inches range. Much of that fell on the night of the 3rd and early on the 4th, when the most significant flooding developed over these areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused many trees to fall across the area, with some trees falling on homes and vehicles. The Upstate was spared the worst of the heavy rain and flooding, as portions of the South Carolina midlands and coastal plain saw storm total amounts of 15-25 inches during this historic event.","After early morning flash flooding, rain rates moderated across the lower Piedmont, but flooding gradually expanded, with high water conditions remaining in place throughout much of the 4th. The main stream affected during this time was Dry Creek and/or Long Cane Creek, with Miller Mill Rd closed due to high water.",1000,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,65.00K,34.2936,-79.9232,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Flooding was reported along portions of Rogers Road and Sunset Drive.,65000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.1475,-79.3847,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",Significant flooding was reported on Old Conway Road.,10000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,60.00K,33.36,-79.3,"More significant rain fell across the area. This rainfall was on the heels of historic rainfall the weekend prior. As a result, rainfall atop saturated ground led to more flooding.",Several streets around Georgetown were reported closed due to flash flooding.,60000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Heavy Rain,0,0,0,0,25.00K,34.09,-82.59,"A slow-moving area of upper level low pressure tapped into a tropical moisture feed associated with Hurricane Joaquin (located across the western Atlantic, well off the southeast coast) to produce periods of moderate to heavy rainfall across Upstate South Carolina throughout the 3rd and 4th. The main area impacted was the lower Piedmont, which saw storm total amounts in the 7-10 inches range. Much of that fell on the night of the 3rd and early on the 4th, when the most significant flooding developed over these areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused many trees to fall across the area, with some trees falling on homes and vehicles. The Upstate was spared the worst of the heavy rain and flooding, as portions of the South Carolina midlands and coastal plain saw storm total amounts of 15-25 inches during this historic event.",County comms reported the combination of saturated soils due to heavy rainfall and winds gusting in excess of 20 mph caused a large oak tree to fall on the back section of a house in Calhoun Falls.,25000,0,0,Heavy Rain,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,1.00K,34.895,-82.44,"A slow-moving area of upper level low pressure tapped into a tropical moisture feed associated with Hurricane Joaquin (located across the western Atlantic, well off the southeast coast) to produce periods of moderate to heavy rainfall across Upstate South Carolina throughout the 3rd and 4th. The main area impacted was the lower Piedmont, which saw storm total amounts in the 7-10 inches range. Much of that fell on the night of the 3rd and early on the 4th, when the most significant flooding developed over these areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused many trees to fall across the area, with some trees falling on homes and vehicles. The Upstate was spared the worst of the heavy rain and flooding, as portions of the South Carolina midlands and coastal plain saw storm total amounts of 15-25 inches during this historic event.","After 5 to 7 inches of rain fell across central Greenville County in more than a 24 hour period, flooding developed along the Reedy River during the morning, flooding part of Cleveland Park. A tributary of the Reedy may have flooded the intersection of Sulphur Springs Rd and Watkins Rd.",1000,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,10.00K,34.417,-81.766,"A slow-moving area of upper level low pressure tapped into a tropical moisture feed associated with Hurricane Joaquin (located across the western Atlantic, well off the southeast coast) to produce periods of moderate to heavy rainfall across Upstate South Carolina throughout the 3rd and 4th. The main area impacted was the lower Piedmont, which saw storm total amounts in the 7-10 inches range. Much of that fell on the night of the 3rd and early on the 4th, when the most significant flooding developed over these areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused many trees to fall across the area, with some trees falling on homes and vehicles. The Upstate was spared the worst of the heavy rain and flooding, as portions of the South Carolina midlands and coastal plain saw storm total amounts of 15-25 inches during this historic event.","After as much as 10 inches of rain fell across Laurens County in a 24 hour period, flooding developed during the early morning of the 4th and continued through the day. Multiple roads were closed throughout the county due to a combination of urban/poor drainage flooding and stream flooding. Streams that flooded included Cane Creek, Little River, and Indian Creek.",10000,0,0,Flood,0
SOUTH CAROLINA,45,2015,Heavy Rain,0,0,0,0,5.00K,34.71,-81.62,"A slow-moving area of upper level low pressure tapped into a tropical moisture feed associated with Hurricane Joaquin (located across the western Atlantic, well off the southeast coast) to produce periods of moderate to heavy rainfall across Upstate South Carolina throughout the 3rd and 4th. The main area impacted was the lower Piedmont, which saw storm total amounts in the 7-10 inches range. Much of that fell on the night of the 3rd and early on the 4th, when the most significant flooding developed over these areas. In addition to the flooding, the combination of saturated soils and winds gusting in excess of 20 mph caused many trees to fall across the area, with some trees falling on homes and vehicles. The Upstate was spared the worst of the heavy rain and flooding, as portions of the South Carolina midlands and coastal plain saw storm total amounts of 15-25 inches during this historic event.",Newspaper reported a combination of saturated soil and winds gusting in excess of 20 mph caused a tree to fall on a parked vehicle on Gault Ave.,5000,0,0,Heavy Rain,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,10.00M,33.8275,-79.0168,Torrential rain for several days produced historic river flooding at several areas in Northeast South Carolina.,"Around 15 inches of rain fell over a few days on the basins to the Waccamaw River at Conway.  The river subsequently rose to a major flood, cresting at 16.20 feet, the third highest crest of all time, and the highest crest since Hurricane Floyd.  Over 400 homes were inundated, with evacuations necessary.",10000000,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,8.00M,33.6413,-79.8244,Torrential rain for several days produced historic river flooding at several areas in Northeast South Carolina.,"Around 10 to 15 inches of rain fell over a three day period, causing the Black River at Kingstree to rise to a major flood.  The river crested at 22.65 feet, beating the previous record crest in 1973 by nearly three feet.  Several hundred homes were evacuated due to inundation.  The town of Quinby had moderate flooding.",8000000,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,33.5958,-78.982,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Water was one foot deep at the intersection of 14th and Ocean.,0,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,33.892,-78.6756,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.","Flooding was reported at multiple streets around the town of Myrtle Beach including Hwy 9, 57, and Hwy 17.  Flooding was also reported on Lake Arrow Head Road.",0,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,33.8744,-78.6199,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",Flooding was reported on Hwy 17 near Baldwin Ave.  There were several other reports|of street flooding in the town of Little River.,0,0,0,Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,2.00K,33.4422,-79.793,"A deep amplitude east coast upper trough closed off across the southeast states for several days while a surface front meandered across the area. Deep moisture from the Gulf of Mexico and Atlantic Ocean continued to feed into the area. Tropical moisture from the periphery of Hurricane Joaquin, well off the coast, helped to boost precipitable water values to near record levels. Rainfall amounts averaged 10 to 15 inches across the area during the event. Some locations received record rainfall amounts and there were reports of up to 2 feet of rain. This produced rare flash flooding. Coastal flooding was significant during the time of high tide. Historic and widespread river flooding followed. A few of the rivers remained above flood stage until mid and late October. There were hundreds of lengthy evacuations due to flooding, but no reports of death or injury. There was significant damage to thousands of structures to include homes and businesses and infrastructure such as roads and bridges as well as personal property. There were reports of overtopped levees and earthen dams. Monetary losses were estimated to be several million dollars.",June Branch Avenue was reported flooded.,2000,0,0,Flash Flood,0
